gourd_type,variety_name,season,avg_temperature,avg_humidity,avg_rainfall_mm,soil_moisture,fertilizer_type,fertilizer_frequency,plant_health_score,successful_pollinations,predicted_days_to_maturity,mature_fruit_count,avg_fruit_weight_kg,total_yield_kg
bitter_gourd,ampalaya_bilog,wet,29.9,89.7,11.2,58.2,mixed,monthly,3,9,54,9,0.36,3.24
bottle_gourd,upo_long,wet,30.4,75.2,27.9,57.8,none,biweekly,4,8,58,8,2.86,22.88
cucumber,pipino_native,dry,26.7,58.0,6.9,53.8,none,monthly,3,6,40,6,0.21,1.26
sponge_gourd,patola_smooth,wet,31.1,81.3,22.3,75.9,organic,weekly,4,8,42,8,0.58,4.64
bitter_gourd,ampalaya_oblong,wet,28.9,86.7,21.1,68.7,chemical,biweekly,4,7,45,7,0.3,2.1
bottle_gourd,upo_smooth,wet,26.8,83.6,22.5,55.1,organic,weekly,4,17,56,17,2.12,36.04
sponge_gourd,patola_ridged,wet,31.8,87.9,26.9,50.1,mixed,none,5,20,39,20,0.55,11.0
bottle_gourd,upo_long,wet,26.4,78.7,24.1,50.2,none,monthly,3,7,54,7,1.42,9.94
sponge_gourd,patola_ridged,dry,34.5,62.1,3.5,69.6,chemical,biweekly,3,11,52,11,0.6,6.6
cucumber,pipino_japanese,dry,33.9,59.4,2.6,75.7,chemical,none,4,11,40,11,0.3,3.3
bottle_gourd,upo_round,wet,30.7,72.8,22.3,69.3,organic,weekly,4,18,55,18,2.58,46.44
cucumber,pipino,dry,30.2,60.0,1.5,55.0,mixed,biweekly,4,10,38,10,0.32,3.2
bitter_gourd,ampalaya_oblong,dry,32.9,66.7,6.0,57.7,none,biweekly,4,13,50,13,0.16,2.08
bottle_gourd,upo_long,dry,32.3,55.9,9.8,60.7,mixed,none,4,16,54,16,1.56,24.96
bitter_gourd,ampalaya_bilog,wet,26.7,73.2,29.3,74.6,mixed,weekly,5,14,46,14,0.49,6.86
sponge_gourd,patola,wet,30.6,81.2,20.1,58.5,chemical,none,4,16,45,16,0.3,4.8
bottle_gourd,upo_long,wet,30.1,77.7,26.9,73.6,organic,monthly,4,12,53,12,2.6,31.2
sponge_gourd,patola,wet,29.8,75.2,15.9,62.7,mixed,none,4,15,46,15,0.33,4.95
cucumber,pipino_japanese,dry,34.6,63.0,6.1,73.9,none,weekly,4,7,40,7,0.17,1.19
cucumber,pipino_japanese,wet,29.7,77.7,13.5,69.4,mixed,monthly,4,17,39,17,0.23,3.91
cucumber,pipino,wet,26.5,80.8,19.3,50.1,organic,none,4,11,34,11,0.29,3.19
bitter_gourd,ampalaya_hybrid,dry,29.1,74.1,9.4,79.3,mixed,weekly,5,19,45,19,0.4,7.6
cucumber,pipino_japanese,dry,34.3,70.5,3.9,66.9,organic,none,5,19,36,19,0.38,7.22
bitter_gourd,ampalaya_hybrid,wet,29.9,81.6,28.2,54.8,chemical,weekly,4,16,49,16,0.23,3.68
bottle_gourd,upo_smooth,dry,24.5,67.5,2.3,74.7,mixed,none,4,15,53,15,1.84,27.6
cucumber,pipino,wet,28.8,82.3,25.2,69.3,mixed,weekly,4,12,43,12,0.3,3.6
bitter_gourd,ampalaya_hybrid,dry,28.8,72.8,0.3,50.7,chemical,biweekly,3,13,50,13,0.34,4.42
sponge_gourd,patola_ridged,dry,30.8,67.6,8.6,63.7,organic,biweekly,4,10,39,10,0.35,3.5
cucumber,pipino_japanese,dry,27.0,60.1,8.0,67.5,mixed,biweekly,4,7,35,7,0.36,2.52
bottle_gourd,upo_smooth,wet,27.5,74.8,21.0,75.6,organic,none,4,13,57,13,2.62,34.06
cucumber,pipino_native,dry,34.6,69.1,7.0,60.5,chemical,biweekly,3,11,39,11,0.17,1.87
bitter_gourd,ampalaya_oblong,dry,30.4,65.3,6.7,54.5,none,monthly,3,3,48,3,0.3,0.9
cucumber,pipino_japanese,wet,30.2,73.2,12.6,54.2,chemical,none,4,14,37,14,0.16,2.24
bottle_gourd,upo_round,dry,28.2,68.6,9.8,68.5,chemical,biweekly,4,10,59,10,1.68,16.8
bitter_gourd,ampalaya_bilog,dry,27.1,75.0,1.0,55.7,chemical,biweekly,4,15,51,15,0.17,2.55
cucumber,pipino,wet,26.3,77.4,17.7,77.8,chemical,none,4,13,40,13,0.21,2.73
sponge_gourd,patola,dry,26.3,60.3,3.9,57.8,mixed,biweekly,4,15,46,15,0.44,6.6
sponge_gourd,patola_smooth,dry,25.0,71.6,3.7,50.9,chemical,monthly,3,13,50,13,0.45,5.85
cucumber,pipino_japanese,dry,31.1,56.5,3.5,55.7,none,none,3,2,44,2,0.23,0.46
bitter_gourd,ampalaya_bilog,dry,24.2,64.6,8.6,70.6,mixed,monthly,4,8,41,8,0.42,3.36
sponge_gourd,patola_smooth,dry,33.6,74.2,7.9,71.2,mixed,monthly,4,12,48,12,0.42,5.04
bottle_gourd,upo_round,wet,31.6,87.2,18.6,70.4,mixed,weekly,4,10,58,10,2.66,26.6
cucumber,pipino_japanese,dry,29.3,55.2,7.0,71.6,mixed,biweekly,3,16,38,16,0.39,6.24
bottle_gourd,upo_long,wet,30.0,72.5,29.1,54.5,organic,weekly,4,13,54,13,3.34,43.42
bottle_gourd,upo_round,dry,30.6,61.2,8.8,59.2,mixed,none,4,16,55,16,1.45,23.2
sponge_gourd,patola_smooth,dry,24.2,68.4,4.9,55.7,chemical,weekly,3,14,51,14,0.71,9.94
bottle_gourd,upo_smooth,wet,27.1,70.8,26.4,76.5,organic,weekly,5,18,47,18,1.34,24.12
sponge_gourd,patola,dry,25.7,71.2,8.9,51.3,chemical,weekly,4,9,42,9,0.4,3.6
sponge_gourd,patola,dry,24.7,72.5,8.4,76.6,chemical,monthly,4,9,45,9,0.47,4.23
cucumber,pipino_japanese,dry,25.1,67.3,8.6,79.7,organic,monthly,5,18,39,18,0.37,6.66
bottle_gourd,upo_long,wet,29.5,73.3,17.9,68.2,mixed,none,4,14,52,14,2.44,34.16
sponge_gourd,patola_smooth,dry,30.3,56.3,8.7,73.7,mixed,monthly,5,16,45,16,0.34,5.44
cucumber,pipino_japanese,dry,29.8,74.0,2.4,64.2,organic,biweekly,4,16,33,16,0.33,5.28
sponge_gourd,patola_ridged,dry,27.8,73.6,0.9,56.4,organic,none,4,18,43,18,0.79,14.22
bitter_gourd,ampalaya_hybrid,dry,28.6,67.4,8.6,54.5,mixed,monthly,3,15,51,15,0.34,5.1
cucumber,pipino,dry,30.2,62.5,7.6,50.0,chemical,weekly,4,14,43,14,0.17,2.38
sponge_gourd,patola_smooth,dry,25.0,65.8,8.2,66.0,mixed,none,4,17,41,17,0.64,10.88
sponge_gourd,patola_ridged,wet,31.9,71.0,13.4,68.9,chemical,weekly,4,20,44,20,0.31,6.2
cucumber,pipino,dry,34.5,70.0,9.4,50.1,none,biweekly,2,5,43,5,0.26,1.3
sponge_gourd,patola,dry,30.6,60.8,4.4,60.8,chemical,none,2,3,50,3,0.65,1.95
cucumber,pipino_native,dry,29.3,59.0,5.4,61.0,chemical,none,4,9,35,9,0.34,3.06
bitter_gourd,ampalaya_oblong,dry,32.7,64.3,4.0,51.7,mixed,monthly,4,12,42,12,0.42,5.04
sponge_gourd,patola,dry,33.8,58.3,5.3,77.1,mixed,weekly,4,14,50,14,0.57,7.98
cucumber,pipino,wet,26.6,83.8,14.9,50.7,chemical,biweekly,4,10,35,10,0.32,3.2
bitter_gourd,ampalaya_hybrid,wet,31.6,86.4,14.4,69.3,organic,none,4,15,50,15,0.44,6.6
sponge_gourd,patola_smooth,dry,24.9,72.3,0.9,58.6,none,weekly,4,7,46,7,0.59,4.13
bitter_gourd,ampalaya_hybrid,dry,25.1,70.6,8.3,78.5,none,biweekly,3,6,46,6,0.26,1.56
sponge_gourd,patola_smooth,wet,30.6,89.7,14.5,67.9,mixed,weekly,5,17,47,17,0.65,11.05
cucumber,pipino_native,wet,30.4,73.0,21.4,75.9,mixed,biweekly,4,21,44,21,0.21,4.41
sponge_gourd,patola_ridged,wet,26.4,79.6,18.8,59.5,organic,biweekly,4,18,45,18,0.6,10.8
cucumber,pipino_native,wet,31.2,73.4,23.5,54.9,mixed,none,5,18,38,18,0.37,6.66
bottle_gourd,upo_round,wet,31.4,82.4,19.2,53.8,organic,biweekly,4,19,60,19,3.05,57.95
sponge_gourd,patola_smooth,dry,24.1,58.0,5.8,59.2,none,monthly,3,8,44,8,0.37,2.96
sponge_gourd,patola_ridged,dry,29.2,62.6,8.9,69.6,organic,biweekly,5,14,45,14,0.33,4.62
cucumber,pipino_native,dry,25.2,67.5,2.6,78.9,organic,biweekly,4,18,39,18,0.36,6.48
cucumber,pipino_native,dry,26.2,67.4,0.9,63.0,chemical,none,3,7,39,7,0.16,1.12
sponge_gourd,patola_ridged,dry,24.9,55.9,2.8,70.9,organic,monthly,4,15,48,15,0.64,9.6
bitter_gourd,ampalaya_hybrid,wet,26.5,73.1,19.2,58.8,chemical,weekly,5,18,44,18,0.16,2.88
sponge_gourd,patola,wet,29.7,84.9,19.6,50.7,mixed,monthly,4,17,47,17,0.56,9.52
bottle_gourd,upo_round,wet,29.6,80.9,12.1,67.7,organic,none,4,15,49,15,2.58,38.7
sponge_gourd,patola_ridged,dry,33.4,58.0,2.3,74.2,mixed,weekly,4,11,47,11,0.37,4.07
bitter_gourd,ampalaya_bilog,wet,31.3,70.1,10.8,52.5,mixed,weekly,4,12,44,12,0.33,3.96
cucumber,pipino,wet,31.7,72.7,12.6,52.7,none,biweekly,3,6,37,6,0.25,1.5
sponge_gourd,patola_smooth,wet,30.7,75.5,27.2,77.0,none,monthly,4,8,48,8,0.33,2.64
sponge_gourd,patola_smooth,dry,28.5,59.3,8.8,72.4,chemical,weekly,3,7,47,7,0.64,4.48
sponge_gourd,patola_smooth,dry,25.8,68.5,8.6,63.3,organic,monthly,5,21,38,21,0.59,12.39
cucumber,pipino,wet,28.0,89.3,16.4,50.9,mixed,none,4,8,37,8,0.21,1.68
bottle_gourd,upo_round,wet,26.7,84.5,20.7,59.5,none,none,3,7,54,7,2.04,14.28
sponge_gourd,patola,dry,28.7,70.4,1.5,75.8,none,biweekly,4,11,47,11,0.56,6.16
cucumber,pipino_native,wet,30.0,78.7,28.4,59.6,none,weekly,3,5,38,5,0.24,1.2
bottle_gourd,upo_smooth,dry,33.8,70.3,0.2,54.8,organic,biweekly,4,13,58,13,2.41,31.33
cucumber,pipino,wet,29.8,84.5,15.9,62.9,chemical,biweekly,3,14,44,14,0.16,2.24
cucumber,pipino,dry,24.2,59.0,7.2,56.8,chemical,biweekly,3,11,39,11,0.16,1.76
sponge_gourd,patola,wet,26.3,88.8,29.0,62.8,chemical,none,4,13,50,13,0.68,8.84
sponge_gourd,patola_smooth,dry,27.4,71.9,5.2,68.1,chemical,biweekly,3,5,47,5,0.64,3.2
cucumber,pipino_japanese,dry,29.5,73.5,2.6,59.5,chemical,none,3,4,38,4,0.37,1.48
cucumber,pipino,dry,27.4,64.6,5.0,54.1,chemical,none,4,18,40,18,0.19,3.42
bitter_gourd,ampalaya_bilog,dry,25.9,55.7,6.5,75.7,mixed,biweekly,4,15,49,15,0.42,6.3
bitter_gourd,ampalaya_hybrid,dry,25.1,69.6,3.2,68.9,chemical,monthly,5,14,48,14,0.35,4.9
cucumber,pipino,wet,29.2,87.8,21.6,74.0,mixed,biweekly,4,14,38,14,0.25,3.5
cucumber,pipino_native,dry,34.4,70.2,4.8,76.7,none,biweekly,3,9,44,9,0.27,2.43
bitter_gourd,ampalaya_bilog,dry,24.2,64.7,1.4,58.6,none,none,4,12,49,12,0.24,2.88
sponge_gourd,patola_ridged,dry,32.2,64.2,6.7,73.1,chemical,monthly,5,13,45,13,0.8,10.4
sponge_gourd,patola,wet,28.1,85.1,16.9,67.2,none,monthly,4,11,39,11,0.31,3.41
bitter_gourd,ampalaya_oblong,dry,32.7,67.8,5.7,74.0,mixed,biweekly,4,14,47,14,0.47,6.58
bitter_gourd,ampalaya_oblong,dry,28.7,57.7,8.6,71.9,mixed,weekly,4,13,46,13,0.49,6.37
sponge_gourd,patola_smooth,wet,30.0,75.1,17.6,54.1,none,biweekly,4,9,45,9,0.39,3.51
cucumber,pipino_japanese,dry,28.6,71.1,2.0,55.4,organic,weekly,5,21,41,21,0.36,7.56
bitter_gourd,ampalaya_hybrid,dry,27.6,72.9,9.0,72.3,mixed,biweekly,5,21,44,21,0.22,4.62
bottle_gourd,upo_smooth,dry,28.0,68.0,9.8,64.2,none,none,4,9,51,9,2.44,21.96
cucumber,pipino_native,dry,31.9,63.2,2.4,59.9,organic,biweekly,3,10,37,10,0.26,2.6
cucumber,pipino_native,wet,27.1,78.7,13.5,75.9,organic,biweekly,4,16,35,16,0.18,2.88
bitter_gourd,ampalaya_oblong,wet,27.8,88.3,23.1,57.8,organic,none,4,15,49,15,0.35,5.25
bitter_gourd,ampalaya_bilog,dry,27.2,70.6,3.1,58.2,mixed,weekly,5,14,47,14,0.49,6.86
bottle_gourd,upo_round,dry,27.4,63.8,9.8,77.0,mixed,monthly,4,19,56,19,1.42,26.98
sponge_gourd,patola_smooth,dry,33.7,73.9,2.4,75.7,chemical,monthly,3,5,48,5,0.59,2.95
sponge_gourd,patola,wet,30.4,82.9,16.2,73.3,organic,none,4,20,44,20,0.56,11.2
cucumber,pipino,dry,32.2,72.7,5.5,62.0,mixed,weekly,4,12,36,12,0.37,4.44
cucumber,pipino,wet,27.9,82.6,25.5,57.8,mixed,biweekly,4,18,39,18,0.18,3.24
sponge_gourd,patola_ridged,dry,32.2,63.0,5.6,75.2,mixed,weekly,4,12,48,12,0.65,7.8
cucumber,pipino_japanese,dry,27.5,70.4,1.1,56.1,organic,weekly,3,8,34,8,0.39,3.12
bitter_gourd,ampalaya_hybrid,dry,29.6,73.6,6.6,51.5,mixed,biweekly,4,19,49,19,0.38,7.22
cucumber,pipino,wet,26.8,74.0,17.0,67.2,chemical,biweekly,3,7,37,7,0.37,2.59
cucumber,pipino_japanese,wet,31.5,72.3,14.1,62.8,mixed,monthly,4,17,39,17,0.19,3.23
sponge_gourd,patola_ridged,wet,30.0,74.8,16.2,64.3,organic,none,4,17,43,17,0.36,6.12
cucumber,pipino_japanese,dry,24.8,55.2,4.0,73.9,organic,biweekly,5,20,34,20,0.36,7.2
bottle_gourd,upo_smooth,wet,27.1,74.9,23.9,75.1,organic,monthly,3,10,59,10,2.48,24.8
sponge_gourd,patola_smooth,wet,27.0,86.5,16.7,60.0,organic,none,4,16,45,16,0.67,10.72
bitter_gourd,ampalaya_hybrid,wet,30.9,80.0,19.5,64.1,organic,biweekly,5,17,50,17,0.16,2.72
cucumber,pipino,wet,30.8,77.6,12.4,74.4,none,biweekly,4,11,41,11,0.18,1.98
sponge_gourd,patola,dry,28.5,64.9,5.1,62.7,none,monthly,4,11,44,11,0.73,8.03
cucumber,pipino_native,wet,26.8,79.8,12.1,69.0,chemical,weekly,3,9,35,9,0.31,2.79
sponge_gourd,patola_smooth,wet,29.6,84.9,25.7,70.6,organic,biweekly,4,14,38,14,0.48,6.72
bitter_gourd,ampalaya_bilog,wet,29.3,83.3,12.9,53.1,organic,monthly,3,8,45,8,0.18,1.44
bitter_gourd,ampalaya_oblong,wet,28.3,75.8,25.2,75.2,mixed,monthly,4,13,43,13,0.39,5.07
bitter_gourd,ampalaya_hybrid,dry,32.9,70.8,6.0,72.7,organic,weekly,4,17,50,17,0.32,5.44
sponge_gourd,patola_ridged,wet,30.3,72.8,26.3,53.9,none,monthly,3,8,47,8,0.68,5.44
sponge_gourd,patola,dry,28.2,69.3,5.2,63.7,organic,biweekly,4,14,44,14,0.76,10.64
bitter_gourd,ampalaya_bilog,dry,29.4,72.5,6.9,56.7,chemical,monthly,5,21,42,21,0.47,9.87
bitter_gourd,ampalaya_hybrid,dry,30.0,57.1,7.4,74.9,chemical,none,4,13,51,13,0.48,6.24
cucumber,pipino_native,wet,26.2,81.9,14.6,54.7,organic,none,4,17,39,17,0.17,2.89
cucumber,pipino,wet,27.9,72.4,27.2,68.6,none,biweekly,3,10,40,10,0.34,3.4
bitter_gourd,ampalaya_bilog,wet,26.8,73.3,27.0,53.5,mixed,none,5,14,51,14,0.25,3.5
cucumber,pipino_japanese,dry,25.0,67.5,6.3,54.7,mixed,none,4,20,36,20,0.23,4.6
cucumber,pipino_japanese,dry,32.8,70.4,0.3,64.5,chemical,none,4,11,41,11,0.23,2.53
bottle_gourd,upo_long,dry,33.0,64.6,6.9,77.6,none,none,4,12,57,12,3.3,39.6
bitter_gourd,ampalaya_hybrid,wet,29.6,88.7,18.5,50.7,mixed,weekly,4,15,48,15,0.36,5.4
cucumber,pipino_japanese,dry,34.7,65.5,6.2,73.5,organic,monthly,4,13,41,13,0.23,2.99
cucumber,pipino_japanese,dry,26.0,65.1,1.5,51.5,organic,monthly,4,15,36,15,0.2,3.0
bitter_gourd,ampalaya_oblong,dry,34.1,59.3,8.6,75.2,chemical,biweekly,3,9,55,9,0.19,1.71
cucumber,pipino,wet,30.0,82.0,26.0,73.7,chemical,monthly,3,5,40,5,0.29,1.45
cucumber,pipino_native,dry,31.3,62.7,2.8,54.7,chemical,none,2,8,47,8,0.25,2.0
cucumber,pipino,wet,31.7,88.6,29.1,58.6,chemical,monthly,3,9,38,9,0.36,3.24
bottle_gourd,upo_round,wet,26.2,72.0,12.3,75.9,organic,biweekly,4,21,56,21,2.93,61.53
bitter_gourd,ampalaya_hybrid,wet,29.8,78.7,22.2,51.4,organic,biweekly,4,17,41,17,0.26,4.42
bitter_gourd,ampalaya_oblong,dry,27.8,73.1,4.2,75.4,chemical,weekly,4,15,49,15,0.25,3.75
bottle_gourd,upo_round,dry,29.7,66.5,5.4,72.3,none,none,5,17,55,17,3.34,56.78
sponge_gourd,patola_smooth,dry,28.2,73.6,3.1,78.0,mixed,none,3,12,48,12,0.66,7.92
cucumber,pipino,dry,30.2,70.7,2.5,69.5,organic,biweekly,4,16,31,16,0.27,4.32
sponge_gourd,patola_smooth,wet,28.3,73.8,10.3,60.1,mixed,weekly,5,19,42,19,0.31,5.89
cucumber,pipino_native,wet,31.0,78.6,20.3,50.1,none,biweekly,3,5,37,5,0.31,1.55
sponge_gourd,patola_smooth,wet,28.1,79.3,15.5,77.7,organic,weekly,3,9,49,9,0.78,7.02
sponge_gourd,patola,dry,27.2,59.2,6.5,57.3,chemical,weekly,3,8,47,8,0.65,5.2
sponge_gourd,patola_smooth,wet,28.6,79.5,24.6,59.1,chemical,none,3,13,40,13,0.66,8.58
cucumber,pipino,dry,27.0,58.6,8.6,67.0,none,monthly,3,11,38,11,0.25,2.75
sponge_gourd,patola_ridged,dry,24.6,66.4,7.8,75.3,chemical,none,3,10,50,10,0.53,5.3
cucumber,pipino_native,dry,29.1,65.6,3.7,66.5,organic,weekly,5,18,30,18,0.26,4.68
sponge_gourd,patola_smooth,dry,34.8,66.4,3.2,52.1,none,monthly,3,4,48,4,0.41,1.64
bottle_gourd,upo_round,dry,25.3,64.1,6.6,68.2,chemical,biweekly,3,7,60,7,1.18,8.26
sponge_gourd,patola,wet,31.8,75.5,13.8,58.9,none,monthly,3,7,51,7,0.65,4.55
bitter_gourd,ampalaya_bilog,dry,33.8,73.8,10.0,50.1,mixed,biweekly,4,13,53,13,0.16,2.08
sponge_gourd,patola_ridged,wet,28.4,87.8,19.7,67.2,none,none,3,6,47,6,0.71,4.26
cucumber,pipino,dry,24.7,73.8,9.8,72.2,mixed,biweekly,4,10,36,10,0.21,2.1
cucumber,pipino_native,wet,28.1,81.8,12.8,54.7,none,none,4,12,35,12,0.39,4.68
cucumber,pipino,wet,31.0,74.4,14.1,60.8,chemical,weekly,4,7,35,7,0.23,1.61
bottle_gourd,upo_long,dry,29.5,61.8,8.8,53.5,mixed,biweekly,4,17,62,17,1.5,25.5
sponge_gourd,patola,wet,30.5,88.7,21.7,66.1,organic,none,4,15,47,15,0.64,9.6
cucumber,pipino_native,wet,29.4,76.5,25.4,55.4,mixed,biweekly,3,7,38,7,0.21,1.47
cucumber,pipino,dry,26.9,74.3,8.9,57.0,organic,monthly,4,18,38,18,0.39,7.02
sponge_gourd,patola,wet,29.2,75.4,19.6,76.2,organic,none,4,11,38,11,0.42,4.62
sponge_gourd,patola_smooth,dry,34.5,55.3,7.8,61.7,organic,monthly,3,9,46,9,0.65,5.85
cucumber,pipino_japanese,dry,25.9,55.4,1.8,69.5,none,monthly,3,9,40,9,0.37,3.33
cucumber,pipino_native,wet,27.5,72.1,13.1,50.7,organic,monthly,4,16,37,16,0.3,4.8
bitter_gourd,ampalaya_oblong,dry,25.9,74.8,7.8,66.7,none,weekly,3,9,56,9,0.18,1.62
bottle_gourd,upo_long,wet,26.7,89.4,26.5,72.1,organic,monthly,3,8,61,8,2.88,23.04
cucumber,pipino,dry,24.0,71.3,6.4,51.2,organic,biweekly,4,13,40,13,0.3,3.9
sponge_gourd,patola_ridged,wet,29.5,76.5,27.1,60.7,chemical,weekly,3,8,52,8,0.71,5.68
bitter_gourd,ampalaya_hybrid,dry,24.9,56.5,2.8,64.1,mixed,biweekly,4,12,51,12,0.2,2.4
bitter_gourd,ampalaya_hybrid,wet,26.4,72.5,29.4,54.1,chemical,monthly,2,5,53,5,0.5,2.5
cucumber,pipino_native,wet,31.9,75.0,26.9,71.1,none,monthly,3,11,41,11,0.39,4.29
sponge_gourd,patola_ridged,wet,27.9,72.3,21.7,68.7,organic,none,4,16,42,16,0.77,12.32
sponge_gourd,patola_ridged,wet,29.0,71.0,27.4,78.0,none,weekly,4,11,48,11,0.74,8.14
cucumber,pipino_japanese,wet,28.6,73.1,24.1,65.2,organic,biweekly,4,12,34,12,0.34,4.08
cucumber,pipino_japanese,wet,28.3,74.3,12.0,50.9,none,weekly,2,5,43,5,0.4,2.0
cucumber,pipino_native,dry,34.8,64.5,5.7,72.7,organic,monthly,5,17,37,17,0.35,5.95
bitter_gourd,ampalaya_bilog,wet,26.9,89.7,29.0,58.5,chemical,none,3,8,52,8,0.29,2.32
sponge_gourd,patola,wet,28.7,81.2,18.1,53.1,chemical,none,5,16,44,16,0.65,10.4
cucumber,pipino_japanese,wet,27.5,77.2,19.3,78.9,organic,none,4,16,39,16,0.31,4.96
cucumber,pipino,wet,26.3,85.9,10.0,64.5,organic,biweekly,3,14,38,14,0.37,5.18
bitter_gourd,ampalaya_bilog,wet,31.3,82.5,24.8,65.0,mixed,biweekly,3,14,54,14,0.32,4.48
sponge_gourd,patola_ridged,dry,31.9,56.8,1.7,52.8,none,biweekly,4,4,47,4,0.52,2.08
cucumber,pipino_japanese,wet,26.9,88.8,21.6,58.7,organic,weekly,5,15,35,15,0.2,3.0
sponge_gourd,patola,dry,31.3,65.8,2.4,74.7,none,none,4,9,45,9,0.45,4.05
cucumber,pipino_japanese,dry,24.6,58.0,5.9,58.3,none,none,4,11,38,11,0.26,2.86
bitter_gourd,ampalaya_oblong,dry,32.5,70.6,5.1,61.7,mixed,monthly,4,19,43,19,0.38,7.22
sponge_gourd,patola_smooth,wet,26.6,85.7,29.4,66.5,organic,weekly,5,19,39,19,0.36,6.84
cucumber,pipino,wet,27.1,82.9,18.2,68.5,none,none,4,19,36,19,0.25,4.75
cucumber,pipino_native,wet,27.5,80.0,19.3,62.5,none,biweekly,4,8,38,8,0.27,2.16
bottle_gourd,upo_smooth,wet,29.9,81.6,20.6,69.8,mixed,weekly,5,21,53,21,3.17,66.57
sponge_gourd,patola_smooth,wet,27.9,75.5,28.4,51.7,chemical,weekly,4,9,43,9,0.32,2.88
sponge_gourd,patola_smooth,wet,29.0,87.3,10.8,56.2,chemical,biweekly,3,10,45,10,0.77,7.7
bitter_gourd,ampalaya_hybrid,dry,25.2,73.1,5.6,56.8,organic,monthly,4,16,43,16,0.38,6.08
cucumber,pipino_japanese,wet,27.4,82.0,11.8,51.6,none,biweekly,4,11,35,11,0.33,3.63
bitter_gourd,ampalaya_hybrid,dry,25.1,64.9,7.6,66.4,chemical,none,4,12,54,12,0.25,3.0
bottle_gourd,upo_round,wet,31.8,84.6,12.9,69.4,organic,monthly,4,15,53,15,2.1,31.5
bitter_gourd,ampalaya_oblong,wet,29.4,82.9,24.8,50.3,mixed,monthly,5,19,49,19,0.39,7.41
sponge_gourd,patola,wet,31.8,72.0,17.7,52.1,none,monthly,3,8,54,8,0.44,3.52
cucumber,pipino,dry,29.8,56.0,7.6,69.1,organic,weekly,4,17,36,17,0.38,6.46
cucumber,pipino,dry,30.5,67.3,8.1,79.5,mixed,monthly,5,13,35,13,0.19,2.47
sponge_gourd,patola_smooth,wet,31.1,76.9,15.8,77.0,organic,monthly,4,16,41,16,0.79,12.64
bottle_gourd,upo_smooth,wet,31.7,77.1,12.3,72.7,organic,weekly,4,15,54,15,2.18,32.7
bitter_gourd,ampalaya_bilog,dry,25.0,57.0,3.3,65.1,organic,monthly,5,19,50,19,0.32,6.08
cucumber,pipino,wet,30.0,73.3,15.5,59.9,none,monthly,3,7,42,7,0.15,1.05
cucumber,pipino_native,dry,25.2,69.6,1.6,73.0,organic,none,4,20,33,20,0.18,3.6
sponge_gourd,patola_smooth,dry,33.3,60.0,1.5,68.4,mixed,none,4,15,50,15,0.77,11.55
bottle_gourd,upo_round,dry,30.2,56.6,4.8,56.5,mixed,monthly,5,16,52,16,2.33,37.28
sponge_gourd,patola,dry,31.9,60.0,1.0,65.9,mixed,monthly,5,14,45,14,0.56,7.84
cucumber,pipino_native,dry,27.4,68.4,3.1,51.6,chemical,weekly,3,10,35,10,0.35,3.5
cucumber,pipino_japanese,wet,28.4,71.7,13.0,64.9,chemical,biweekly,4,16,34,16,0.38,6.08
bottle_gourd,upo_round,dry,26.3,58.9,7.4,59.5,chemical,biweekly,3,14,55,14,2.46,34.44
cucumber,pipino_japanese,dry,28.4,56.8,6.3,60.9,organic,monthly,4,18,39,18,0.19,3.42
cucumber,pipino_japanese,wet,28.5,86.9,14.3,54.0,none,biweekly,4,13,45,13,0.18,2.34
sponge_gourd,patola,dry,27.0,72.9,9.0,75.8,mixed,biweekly,5,16,40,16,0.71,11.36
sponge_gourd,patola,wet,27.2,79.6,24.9,74.8,mixed,biweekly,4,10,45,10,0.4,4.0
bitter_gourd,ampalaya_hybrid,dry,34.1,61.7,7.8,61.4,mixed,weekly,3,6,52,6,0.28,1.68
cucumber,pipino_japanese,wet,26.2,74.2,10.7,57.3,organic,weekly,3,16,40,16,0.31,4.96
sponge_gourd,patola,dry,27.3,59.9,7.0,58.7,mixed,biweekly,5,20,42,20,0.38,7.6
bitter_gourd,ampalaya_oblong,wet,29.1,79.6,11.9,77.4,chemical,weekly,4,13,45,13,0.28,3.64
bottle_gourd,upo_long,dry,27.9,66.5,3.8,56.8,mixed,biweekly,4,14,59,14,2.38,33.32
sponge_gourd,patola_ridged,dry,30.7,63.4,2.2,53.1,mixed,weekly,4,14,49,14,0.5,7.0
bitter_gourd,ampalaya_hybrid,wet,29.5,89.3,13.2,66.4,organic,weekly,5,18,46,18,0.43,7.74
sponge_gourd,patola_ridged,wet,27.0,74.9,25.7,73.5,mixed,monthly,3,13,41,13,0.56,7.28
sponge_gourd,patola_smooth,wet,32.0,73.0,26.2,61.7,organic,weekly,5,19,39,19,0.33,6.27
sponge_gourd,patola,wet,31.6,76.5,23.2,62.9,none,biweekly,2,5,47,5,0.72,3.6
bitter_gourd,ampalaya_bilog,wet,26.8,80.1,16.5,73.6,organic,weekly,4,18,46,18,0.28,5.04
cucumber,pipino_native,wet,27.6,78.9,12.0,58.8,mixed,monthly,4,8,34,8,0.36,2.88
bitter_gourd,ampalaya_oblong,wet,28.4,74.5,25.1,71.7,chemical,monthly,3,10,44,10,0.41,4.1
sponge_gourd,patola_smooth,dry,29.0,65.6,0.7,76.9,none,monthly,3,6,44,6,0.42,2.52
