gourd_type,variety_name,season,avg_temperature,avg_humidity,sunlight_hours,soil_moisture,fertilizer_type,plant_health_score,vine_length_cm,leaf_count,male_flower_count,female_flower_count,is_hand_pollinated,pollinated_count,successful_pollinations,pollination_success_rate
squash,kalabasa,wet,31.0,72.2,6.6,67.3,chemical,4,807.2,100,52,16,1,13,9,0.598
cucumber,pipino_japanese,wet,30.0,88.4,5.0,78.6,none,3,141.3,26,18,10,1,8,3,0.314
cucumber,pipino,wet,30.9,84.8,5.8,55.1,none,4,256.5,48,18,12,0,11,5,0.357
bottle_gourd,upo_round,dry,27.1,65.9,8.0,64.7,chemical,4,646.0,100,31,14,1,10,4,0.54
bitter_gourd,ampalaya_bilog,wet,30.6,75.8,5.1,79.2,chemical,4,655.9,100,106,30,0,26,13,0.427
squash,kalabasa,wet,29.0,72.1,6.8,60.1,chemical,3,486.2,79,57,18,0,15,10,0.551
cucumber,pipino_native,dry,27.1,69.6,8.5,57.2,none,5,682.1,100,75,30,0,30,16,0.49
bottle_gourd,upo_smooth,wet,27.2,86.9,4.8,75.5,organic,3,291.0,54,11,4,1,4,1,0.458
sponge_gourd,patola_smooth,dry,24.2,59.3,9.4,79.3,mixed,5,473.5,76,51,21,0,21,12,0.583
cucumber,pipino_native,dry,30.4,73.2,7.3,59.3,organic,5,416.7,72,67,30,1,27,20,0.667
cucumber,pipino_japanese,wet,29.5,78.0,6.1,72.1,organic,4,354.7,64,25,12,0,11,3,0.497
cucumber,pipino_native,dry,24.1,56.5,9.8,78.7,chemical,3,273.8,44,30,13,1,10,3,0.489
bottle_gourd,upo_round,dry,29.1,69.6,8.9,66.3,none,3,395.4,73,20,9,1,7,3,0.495
squash,kalabasa,dry,31.2,63.2,8.2,75.1,chemical,4,573.2,100,23,8,0,5,4,0.465
sponge_gourd,patola,dry,24.4,59.7,9.3,67.5,mixed,5,443.6,69,26,11,0,7,4,0.483
cucumber,pipino_japanese,dry,29.7,74.0,9.3,71.7,chemical,3,168.3,23,27,12,0,11,7,0.499
bottle_gourd,upo_smooth,dry,29.0,66.1,7.1,64.8,none,4,781.9,100,88,30,1,30,15,0.453
squash,kalabasa,wet,27.3,79.3,5.7,71.0,chemical,4,680.4,100,42,12,0,11,3,0.41
bitter_gourd,ampalaya_oblong,wet,28.1,77.4,4.3,50.2,chemical,4,228.5,36,23,6,1,4,0,0.522
sponge_gourd,patola_ridged,wet,26.1,82.4,4.6,66.5,organic,3,525.7,88,62,30,1,30,15,0.529
sponge_gourd,patola,wet,31.1,81.0,4.5,79.5,organic,5,221.0,31,9,4,1,4,3,0.679
bitter_gourd,ampalaya_bilog,dry,24.6,57.3,8.6,66.8,none,3,387.6,70,75,21,0,19,8,0.379
bitter_gourd,ampalaya_bilog,wet,29.1,75.5,5.7,68.8,mixed,4,424.0,72,73,23,1,20,15,0.685
sponge_gourd,patola,wet,28.3,76.6,4.8,72.0,none,4,732.8,100,58,29,1,29,14,0.5
bitter_gourd,ampalaya_bilog,wet,31.3,86.8,4.6,66.7,organic,3,253.6,41,25,9,1,9,6,0.566
sponge_gourd,patola_smooth,wet,26.2,72.5,5.8,63.0,none,4,783.9,100,75,30,1,30,12,0.409
cucumber,pipino_japanese,dry,30.5,61.4,9.3,76.5,none,3,447.4,64,59,24,0,23,9,0.344
sponge_gourd,patola_ridged,wet,29.3,87.0,5.3,56.2,mixed,4,542.2,87,48,20,0,16,7,0.473
bitter_gourd,ampalaya_hybrid,dry,27.8,63.5,9.5,50.5,chemical,4,171.0,30,15,4,0,2,2,0.459
bottle_gourd,upo_round,wet,31.8,88.6,6.4,73.1,none,4,656.3,100,58,19,0,17,4,0.35
cucumber,pipino_native,wet,29.1,70.7,4.5,53.0,chemical,4,251.2,43,10,4,1,3,1,0.578
squash,kalabasa_native,dry,28.3,61.3,7.8,53.9,chemical,3,546.7,90,97,26,1,22,11,0.535
bitter_gourd,ampalaya_hybrid,dry,27.6,59.1,7.9,76.4,none,4,217.3,35,4,1,1,1,0,0.484
sponge_gourd,patola_ridged,wet,31.3,77.6,6.7,63.3,chemical,3,326.6,50,43,20,1,18,9,0.57
bitter_gourd,ampalaya_oblong,wet,30.6,85.6,6.5,55.1,mixed,4,437.6,72,85,25,0,25,13,0.533
cucumber,pipino_japanese,wet,31.0,78.6,4.8,60.4,mixed,4,367.0,48,40,18,0,16,8,0.446
bottle_gourd,upo_smooth,wet,31.6,79.9,4.2,55.4,none,3,356.6,46,46,17,1,13,3,0.368
bitter_gourd,ampalaya_oblong,dry,28.6,65.1,9.9,77.0,chemical,2,328.6,53,49,16,0,14,5,0.369
bottle_gourd,upo_smooth,dry,29.0,60.8,9.1,57.3,mixed,3,252.9,48,3,1,0,1,1,0.53
bitter_gourd,ampalaya_oblong,wet,26.3,76.8,6.2,58.6,chemical,4,673.4,100,73,26,1,23,11,0.541
sponge_gourd,patola,dry,30.0,58.7,8.8,59.8,none,3,454.9,69,39,19,1,15,5,0.38
bitter_gourd,ampalaya_bilog,dry,24.9,65.5,9.3,67.5,mixed,4,489.8,73,41,11,0,7,2,0.467
bitter_gourd,ampalaya_oblong,wet,27.4,76.4,6.4,70.4,chemical,4,317.6,54,16,6,1,4,3,0.694
sponge_gourd,patola_ridged,dry,33.0,60.8,8.7,55.7,none,4,238.2,45,19,7,0,4,1,0.328
sponge_gourd,patola,wet,28.7,80.0,5.1,66.8,none,3,612.7,100,57,20,0,20,7,0.363
bitter_gourd,ampalaya_bilog,dry,31.6,57.5,9.6,79.3,organic,3,207.7,41,14,4,0,3,3,0.497
cucumber,pipino_japanese,wet,31.7,83.6,6.8,63.4,organic,4,313.4,49,26,12,1,12,7,0.518
sponge_gourd,patola_ridged,dry,31.3,70.4,9.2,69.4,organic,4,330.2,59,13,6,1,2,2,0.626
sponge_gourd,patola_ridged,wet,29.3,86.0,5.3,57.7,mixed,5,459.5,67,68,24,1,23,17,0.699
bitter_gourd,ampalaya_bilog,dry,30.9,57.0,9.1,67.3,chemical,3,413.4,69,60,22,1,18,10,0.549
cucumber,pipino,wet,28.1,87.4,5.3,53.9,chemical,4,489.0,76,59,30,1,28,16,0.518
bitter_gourd,ampalaya_bilog,wet,31.1,85.3,6.2,77.7,mixed,4,321.0,56,32,9,1,5,2,0.602
sponge_gourd,patola_ridged,dry,27.0,58.2,7.7,66.9,none,4,427.1,77,77,30,1,26,9,0.438
cucumber,pipino,dry,25.4,69.7,9.2,79.2,chemical,4,432.7,69,43,26,1,26,16,0.548
bottle_gourd,upo_round,wet,27.8,89.6,5.9,72.7,mixed,4,715.1,100,51,17,0,17,8,0.415
sponge_gourd,patola_smooth,dry,32.8,61.6,7.9,52.2,chemical,4,315.4,50,18,6,1,3,1,0.553
cucumber,pipino_japanese,wet,27.6,71.0,5.6,66.4,mixed,4,403.1,60,49,26,0,22,12,0.481
bitter_gourd,ampalaya_oblong,wet,27.5,87.7,6.7,69.5,mixed,4,422.9,76,49,15,0,14,9,0.549
cucumber,pipino,wet,29.3,81.0,4.9,70.9,chemical,3,472.2,83,69,29,1,26,8,0.341
bitter_gourd,ampalaya_hybrid,wet,27.8,89.7,5.9,68.1,none,4,539.4,95,113,30,1,29,13,0.407
bottle_gourd,upo_long,dry,30.0,61.9,7.3,70.6,organic,3,541.0,78,49,15,1,11,6,0.61
cucumber,pipino_japanese,wet,27.1,79.3,6.0,61.5,organic,4,229.8,35,8,5,0,3,0,0.479
squash,kalabasa,dry,33.0,69.3,9.8,57.1,chemical,3,260.1,49,16,6,1,5,3,0.526
cucumber,pipino,wet,30.7,85.7,6.5,65.7,organic,5,599.7,100,61,30,0,29,13,0.46
bottle_gourd,upo_round,dry,30.8,62.4,8.2,53.7,chemical,3,506.6,80,87,25,0,24,10,0.404
bitter_gourd,ampalaya_bilog,wet,27.9,76.5,5.9,75.8,organic,3,176.3,29,3,1,1,1,1,0.574
cucumber,pipino_native,dry,27.2,72.1,7.9,72.2,none,3,202.7,35,2,1,1,1,1,0.422
cucumber,pipino,dry,30.1,57.4,7.9,67.3,organic,4,387.4,65,33,20,1,19,12,0.591
bitter_gourd,ampalaya_bilog,dry,25.2,58.2,7.4,52.6,chemical,4,481.1,85,56,15,0,13,7,0.567
bitter_gourd,ampalaya_hybrid,dry,33.9,57.9,8.4,67.3,organic,5,721.1,100,102,30,0,28,16,0.631
bottle_gourd,upo_smooth,dry,33.0,60.0,9.9,69.2,none,4,965.0,100,86,26,0,24,7,0.3
squash,kalabasa_native,wet,26.1,72.1,6.8,69.3,none,3,651.3,100,75,19,1,17,7,0.438
bitter_gourd,ampalaya_bilog,dry,32.5,62.7,9.1,67.9,none,3,226.3,38,41,14,1,11,2,0.328
bitter_gourd,ampalaya_oblong,dry,24.0,72.9,9.4,78.2,organic,4,454.8,82,28,9,1,8,6,0.698
sponge_gourd,patola_ridged,wet,31.0,86.1,4.4,52.6,none,4,314.6,55,23,9,0,5,1,0.399
cucumber,pipino_native,dry,33.9,74.7,8.3,68.9,chemical,4,393.0,65,54,30,0,27,12,0.358
bottle_gourd,upo_smooth,wet,26.9,82.4,6.9,57.7,mixed,5,488.9,85,2,1,1,1,0,0.693
bottle_gourd,upo_round,wet,26.4,70.6,4.4,64.9,mixed,4,392.1,64,3,1,0,1,1,0.494
cucumber,pipino_japanese,dry,25.4,57.8,7.9,63.5,none,4,160.8,18,9,4,1,2,2,0.462
bitter_gourd,ampalaya_hybrid,dry,29.0,60.1,7.3,67.4,mixed,4,669.3,100,85,29,0,27,13,0.494
squash,kalabasa_hybrid,dry,31.0,60.5,8.4,79.8,none,3,295.1,48,18,7,1,6,2,0.387
bitter_gourd,ampalaya_oblong,wet,31.5,76.5,6.4,51.6,none,4,442.9,71,65,18,1,15,5,0.497
bottle_gourd,upo_smooth,wet,31.1,77.1,5.5,60.7,none,3,467.6,80,38,15,0,11,6,0.438
sponge_gourd,patola_ridged,wet,26.1,79.1,6.2,69.5,chemical,3,282.6,56,38,13,1,9,3,0.531
cucumber,pipino_native,dry,25.4,58.9,8.0,70.6,none,4,278.9,51,26,14,1,14,4,0.331
bitter_gourd,ampalaya_oblong,dry,31.6,70.7,9.6,68.2,none,3,366.7,67,76,20,1,18,6,0.415
sponge_gourd,patola,wet,31.9,70.7,5.2,60.4,none,4,672.0,99,79,29,0,29,10,0.369
cucumber,pipino_japanese,dry,25.8,71.5,7.2,57.0,mixed,4,426.4,65,66,30,0,29,16,0.583
squash,kalabasa_native,wet,29.6,72.9,4.1,67.9,organic,4,855.8,100,73,20,1,20,12,0.558
bitter_gourd,ampalaya_bilog,wet,27.3,73.4,4.3,64.3,chemical,3,593.6,97,91,26,1,22,10,0.477
bitter_gourd,ampalaya_bilog,dry,34.2,67.9,7.2,59.5,chemical,3,289.6,41,8,3,0,3,0,0.427
bitter_gourd,ampalaya_bilog,wet,28.6,80.1,6.6,65.6,none,4,673.9,100,105,28,0,27,12,0.396
bitter_gourd,ampalaya_oblong,wet,28.0,77.5,4.8,70.3,none,2,269.0,50,31,9,1,9,1,0.337
bitter_gourd,ampalaya_hybrid,dry,28.5,59.7,9.2,50.0,chemical,3,435.4,67,62,18,1,16,9,0.466
cucumber,pipino_japanese,wet,31.3,83.7,4.8,78.3,chemical,3,245.9,42,52,21,1,17,5,0.434
cucumber,pipino,dry,29.5,57.2,7.5,76.9,none,4,518.7,76,63,27,0,23,8,0.412
bottle_gourd,upo_smooth,dry,31.2,74.9,7.4,59.0,none,4,730.5,100,64,23,0,20,7,0.372
sponge_gourd,patola_ridged,dry,24.4,66.9,9.3,73.1,chemical,3,679.0,100,86,30,0,30,13,0.379
sponge_gourd,patola_ridged,wet,27.9,86.8,4.5,59.9,organic,4,382.2,59,58,21,1,19,10,0.601
sponge_gourd,patola_smooth,dry,24.1,73.6,7.2,66.9,mixed,4,283.3,52,17,6,0,3,0,0.481
cucumber,pipino,dry,25.0,65.6,9.3,66.8,mixed,4,167.7,26,10,6,0,6,2,0.568
bitter_gourd,ampalaya_hybrid,wet,29.9,78.9,5.6,56.5,none,5,379.9,65,28,9,1,9,3,0.5
cucumber,pipino_japanese,dry,32.8,62.9,8.0,78.9,none,4,290.2,47,30,17,0,13,3,0.399
bitter_gourd,ampalaya_bilog,wet,31.5,84.6,4.3,51.1,organic,5,610.6,97,99,26,0,25,15,0.553
sponge_gourd,patola_smooth,wet,28.8,83.5,4.3,76.4,mixed,3,407.9,68,49,19,1,19,14,0.732
squash,kalabasa,dry,29.0,57.8,7.9,53.4,none,3,816.1,100,65,21,1,21,6,0.402
bottle_gourd,upo_round,dry,32.9,57.2,7.2,62.6,organic,3,402.8,69,29,10,0,6,4,0.49
bottle_gourd,upo_long,wet,29.6,79.2,5.8,67.0,chemical,3,385.7,58,39,15,1,13,6,0.483
bottle_gourd,upo_long,dry,24.1,56.2,8.7,57.6,mixed,4,530.3,97,51,15,0,15,8,0.401
sponge_gourd,patola_smooth,dry,34.9,74.3,10.0,63.0,none,3,310.9,47,26,11,1,9,3,0.328
cucumber,pipino,wet,31.0,87.7,6.3,72.3,none,5,598.6,100,69,30,1,27,12,0.463
cucumber,pipino_japanese,wet,30.1,80.6,5.9,55.3,mixed,4,280.0,42,29,15,1,12,6,0.552
bottle_gourd,upo_smooth,dry,26.0,56.1,7.6,60.6,chemical,3,648.0,100,84,24,0,22,10,0.42
sponge_gourd,patola_smooth,dry,24.2,60.5,9.4,79.3,mixed,3,506.3,88,54,20,0,17,10,0.457
cucumber,pipino,wet,31.0,82.5,4.0,62.6,organic,4,362.9,64,75,30,0,30,19,0.599
sponge_gourd,patola_ridged,dry,28.5,58.1,9.2,56.6,mixed,4,455.4,81,69,30,1,29,18,0.575
sponge_gourd,patola_ridged,dry,24.4,72.7,8.6,70.9,mixed,4,593.1,91,84,29,0,27,11,0.498
bottle_gourd,upo_round,wet,26.3,77.1,5.8,59.9,mixed,3,380.4,68,59,19,0,15,8,0.476
bitter_gourd,ampalaya_oblong,wet,26.8,79.0,5.9,66.2,mixed,4,428.5,79,37,13,1,13,8,0.584
cucumber,pipino_japanese,wet,31.9,75.8,5.8,79.7,mixed,4,258.5,43,29,16,0,15,9,0.445
bitter_gourd,ampalaya_bilog,dry,24.5,71.2,9.1,59.8,chemical,4,595.0,100,59,20,1,17,6,0.48
cucumber,pipino_native,wet,27.7,77.4,5.1,68.7,mixed,5,483.7,89,47,30,0,30,20,0.65
sponge_gourd,patola_smooth,dry,25.6,72.1,8.9,62.9,none,4,195.5,26,11,5,0,3,3,0.35
squash,kalabasa_native,wet,30.6,72.3,6.2,70.2,organic,4,695.0,100,60,21,0,21,16,0.646
squash,kalabasa_native,wet,30.0,85.6,4.9,53.7,organic,4,763.9,100,103,29,0,25,12,0.491
squash,kalabasa,dry,34.2,70.9,8.4,63.2,organic,4,900.4,100,77,24,0,22,14,0.577
cucumber,pipino,wet,32.0,73.7,5.2,62.9,none,3,242.9,45,17,10,1,8,6,0.505
squash,kalabasa,dry,24.1,72.8,7.0,65.2,none,3,609.2,100,70,21,0,17,4,0.344
squash,kalabasa_hybrid,wet,30.8,85.6,4.7,59.0,mixed,5,929.2,100,112,30,1,27,16,0.616
bitter_gourd,ampalaya_hybrid,dry,28.1,67.4,7.9,52.7,mixed,4,619.4,100,81,21,1,19,11,0.621
sponge_gourd,patola_smooth,dry,32.4,59.4,9.5,52.4,chemical,3,483.9,84,54,20,0,20,9,0.391
cucumber,pipino_native,dry,25.7,74.4,7.6,61.0,organic,4,115.1,26,6,3,0,1,1,0.517
squash,kalabasa_native,dry,28.9,69.2,9.4,51.2,mixed,4,1150.3,100,104,30,0,30,18,0.592
bitter_gourd,ampalaya_hybrid,dry,27.6,73.1,8.4,76.5,none,4,304.8,57,26,8,1,6,1,0.403
bottle_gourd,upo_long,dry,29.5,56.1,7.8,68.1,organic,4,411.6,88,21,9,0,7,6,0.576
bitter_gourd,ampalaya_oblong,dry,26.8,72.2,9.2,58.3,none,3,501.7,90,51,16,1,16,8,0.427
squash,kalabasa,wet,30.3,74.5,6.5,55.0,chemical,4,472.6,73,48,13,0,12,6,0.46
squash,kalabasa,dry,32.2,56.8,9.6,51.1,mixed,5,696.0,100,56,16,1,15,10,0.62
bitter_gourd,ampalaya_hybrid,dry,29.8,62.3,7.6,72.0,chemical,4,455.4,73,51,13,1,10,7,0.585
bitter_gourd,ampalaya_oblong,dry,25.7,67.7,9.2,77.8,organic,3,233.9,43,23,8,0,7,4,0.493
cucumber,pipino,wet,31.7,86.5,6.9,64.9,none,3,297.1,50,45,21,1,20,8,0.495
bitter_gourd,ampalaya_bilog,wet,27.2,70.1,6.0,71.9,chemical,3,199.5,40,3,1,1,1,0,0.517
sponge_gourd,patola,dry,34.7,72.6,9.5,52.4,none,4,590.4,97,36,16,1,12,5,0.43
cucumber,pipino_japanese,wet,26.2,71.4,4.1,74.6,chemical,4,257.4,54,32,16,1,16,9,0.529
bottle_gourd,upo_round,wet,31.9,85.3,5.4,65.3,chemical,4,601.5,92,28,11,0,11,4,0.409
squash,kalabasa_hybrid,wet,29.4,81.8,5.8,70.2,mixed,4,531.1,87,60,18,1,18,13,0.692
cucumber,pipino_japanese,wet,28.5,77.1,4.6,61.6,mixed,4,489.9,77,72,30,0,26,16,0.576
sponge_gourd,patola_ridged,wet,31.0,77.5,6.8,64.2,mixed,4,656.3,100,78,30,0,26,14,0.552
sponge_gourd,patola_smooth,dry,25.9,59.4,7.5,64.0,organic,4,203.2,37,26,9,1,8,6,0.472
bitter_gourd,ampalaya_oblong,wet,26.3,71.2,4.2,50.5,chemical,3,211.5,23,4,1,1,1,1,0.419
cucumber,pipino,wet,26.7,81.4,4.7,63.0,organic,4,298.1,52,33,14,1,14,9,0.563
bitter_gourd,ampalaya_oblong,wet,26.6,74.5,5.5,63.3,mixed,5,539.7,94,39,15,1,14,9,0.723
bitter_gourd,ampalaya_hybrid,dry,27.7,69.9,8.2,61.3,none,2,161.7,25,27,9,0,8,4,0.351
bottle_gourd,upo_smooth,wet,31.0,70.4,4.3,57.4,mixed,4,974.3,100,83,28,1,25,16,0.591
bitter_gourd,ampalaya_oblong,wet,30.1,74.5,5.2,55.7,mixed,4,387.3,62,52,20,0,16,13,0.662
sponge_gourd,patola_ridged,wet,28.4,77.2,4.6,64.4,none,4,342.3,48,32,13,1,12,6,0.425
squash,kalabasa,wet,27.1,81.3,5.6,57.2,none,4,857.9,100,88,30,1,29,12,0.4
sponge_gourd,patola_ridged,wet,27.7,72.2,4.2,70.4,organic,4,489.7,86,74,30,1,29,19,0.613
cucumber,pipino,dry,25.8,65.5,9.9,64.7,organic,3,143.5,20,10,4,1,1,0,0.624
squash,kalabasa,dry,29.6,68.5,8.8,79.9,organic,3,639.9,99,113,29,1,28,16,0.565
cucumber,pipino_native,dry,28.4,59.4,9.3,77.0,mixed,5,400.7,78,38,18,1,17,11,0.658
sponge_gourd,patola_smooth,wet,27.7,84.2,4.1,75.6,mixed,4,858.3,100,61,30,1,26,17,0.594
bitter_gourd,ampalaya_bilog,wet,26.0,72.7,4.7,78.1,none,4,237.7,39,19,5,1,5,1,0.409
bitter_gourd,ampalaya_oblong,wet,28.2,88.1,5.4,71.7,organic,5,718.9,100,83,24,1,23,14,0.616
bitter_gourd,ampalaya_hybrid,wet,27.0,78.0,4.5,61.7,chemical,3,474.7,77,87,29,0,27,9,0.421
cucumber,pipino_japanese,wet,31.3,87.7,4.2,64.2,mixed,5,139.1,23,2,1,1,1,1,0.57
sponge_gourd,patola_ridged,dry,29.7,60.7,9.1,65.8,mixed,5,280.8,49,31,13,0,11,6,0.553
squash,kalabasa,dry,28.9,65.9,8.3,76.3,organic,3,705.5,100,64,25,1,25,14,0.599
bitter_gourd,ampalaya_bilog,wet,31.8,75.0,4.7,78.7,organic,5,529.1,95,99,30,1,28,21,0.716
cucumber,pipino_native,dry,30.9,57.6,9.2,65.8,chemical,3,446.1,77,55,22,0,21,13,0.545
sponge_gourd,patola,dry,24.3,69.4,8.9,65.5,mixed,4,801.2,100,67,30,0,29,18,0.575
sponge_gourd,patola,wet,30.5,80.6,5.6,78.8,organic,3,482.5,81,31,11,0,8,6,0.498
cucumber,pipino,wet,28.5,78.2,4.5,58.8,none,2,124.2,17,10,6,1,5,2,0.378
bitter_gourd,ampalaya_bilog,dry,32.9,59.7,9.4,77.6,mixed,3,494.8,72,80,21,1,19,12,0.504
bitter_gourd,ampalaya_oblong,dry,29.7,69.2,7.7,68.0,none,5,759.1,100,79,30,1,29,18,0.627
sponge_gourd,patola,dry,32.1,58.6,8.8,73.7,none,3,143.4,28,8,3,1,3,2,0.364
cucumber,pipino_japanese,wet,31.4,85.0,5.8,58.9,organic,3,276.3,47,43,24,0,21,10,0.519
sponge_gourd,patola,dry,30.4,56.7,8.4,73.5,organic,4,379.3,61,45,22,1,20,13,0.608
squash,kalabasa,dry,31.4,74.3,8.5,50.8,organic,5,1033.7,100,99,30,1,26,18,0.743
bitter_gourd,ampalaya_bilog,dry,30.5,71.3,7.4,73.7,organic,4,277.5,43,9,3,1,2,1,0.624
sponge_gourd,patola_smooth,wet,26.1,74.7,5.9,66.3,none,5,339.2,58,26,12,0,11,2,0.387
bitter_gourd,ampalaya_bilog,wet,31.1,88.7,4.7,72.0,organic,5,432.1,75,15,6,1,6,2,0.616
squash,kalabasa_hybrid,dry,25.4,67.3,9.4,72.1,none,3,572.1,93,65,23,1,22,10,0.386
squash,kalabasa_hybrid,dry,31.6,56.9,9.9,65.2,organic,4,496.6,85,69,20,1,19,12,0.518
bottle_gourd,upo_long,wet,27.5,74.7,4.9,72.5,none,4,423.1,69,19,6,0,5,1,0.416
sponge_gourd,patola_ridged,dry,28.2,70.3,7.0,71.9,none,4,458.6,74,66,29,1,28,13,0.475
bitter_gourd,ampalaya_bilog,wet,31.2,79.7,5.8,67.4,none,3,290.5,44,14,4,1,2,1,0.434
bottle_gourd,upo_long,wet,26.6,86.3,6.9,57.2,mixed,5,919.6,100,92,30,0,30,18,0.57
bottle_gourd,upo_smooth,dry,33.5,61.8,7.8,75.0,mixed,5,343.5,64,6,2,0,1,1,0.467
sponge_gourd,patola_smooth,wet,30.3,79.6,5.7,66.9,chemical,3,212.6,36,23,10,0,8,5,0.492
squash,kalabasa_native,dry,33.8,64.3,8.9,63.8,organic,4,748.6,100,63,19,1,18,10,0.518
cucumber,pipino_japanese,wet,29.4,73.7,6.8,52.6,mixed,4,332.1,59,37,20,1,20,15,0.632
bottle_gourd,upo_round,wet,30.0,84.4,4.4,57.3,chemical,3,295.2,42,13,4,1,2,2,0.452
squash,kalabasa_hybrid,wet,28.2,89.3,4.5,69.7,mixed,4,583.4,99,52,16,1,15,10,0.568
squash,kalabasa,wet,31.5,74.1,6.3,62.6,organic,4,825.3,100,96,30,1,27,18,0.586
bitter_gourd,ampalaya_oblong,wet,28.7,82.0,5.9,52.2,mixed,5,306.9,48,37,11,0,7,5,0.6
bitter_gourd,ampalaya_hybrid,dry,30.9,73.0,7.8,68.5,organic,3,378.2,66,79,23,1,21,12,0.552
bottle_gourd,upo_long,dry,25.6,58.6,8.6,77.6,organic,4,453.8,76,27,9,1,9,8,0.71
cucumber,pipino,dry,31.3,61.6,9.4,71.9,mixed,5,529.6,88,57,27,1,25,16,0.695
cucumber,pipino,wet,28.7,89.2,6.7,76.5,organic,4,322.2,48,31,13,0,11,9,0.617
sponge_gourd,patola_ridged,wet,31.8,72.1,4.7,52.5,chemical,5,974.8,100,77,30,1,28,18,0.59
squash,kalabasa_hybrid,dry,28.9,74.8,8.9,50.6,mixed,4,698.4,100,114,30,0,26,16,0.584
bottle_gourd,upo_long,wet,27.7,83.6,6.9,63.4,mixed,5,558.6,95,31,9,0,8,3,0.686
sponge_gourd,patola_ridged,wet,26.1,79.0,5.9,68.2,chemical,4,442.5,73,49,19,1,18,11,0.587
bottle_gourd,upo_round,wet,27.7,81.4,4.5,61.1,organic,2,393.0,69,61,18,0,15,5,0.451
squash,kalabasa_hybrid,wet,27.9,70.1,4.3,55.0,chemical,4,744.4,100,53,18,0,14,9,0.591
sponge_gourd,patola,dry,26.4,65.8,9.0,74.9,chemical,3,626.4,100,55,19,0,16,7,0.424
cucumber,pipino_native,dry,30.2,74.3,7.2,54.4,mixed,3,295.9,45,28,12,1,10,4,0.513
bitter_gourd,ampalaya_oblong,dry,24.1,68.4,8.2,60.8,chemical,4,549.0,100,79,20,1,19,8,0.547
cucumber,pipino,wet,27.6,70.6,6.0,69.0,organic,4,459.8,74,34,21,1,19,15,0.715
bitter_gourd,ampalaya_hybrid,wet,26.1,83.6,4.4,74.0,chemical,3,256.0,42,16,6,0,6,5,0.455
sponge_gourd,patola_ridged,wet,30.9,70.2,6.1,74.5,none,3,566.7,94,55,21,0,20,6,0.425
sponge_gourd,patola_smooth,wet,31.9,73.7,5.0,69.7,none,4,204.1,42,16,8,1,5,4,0.417
squash,kalabasa_hybrid,wet,27.7,82.2,5.0,76.6,mixed,4,427.6,74,57,22,0,21,11,0.499
bottle_gourd,upo_smooth,dry,34.3,72.7,7.1,73.7,mixed,3,622.4,96,54,17,1,17,8,0.572
sponge_gourd,patola_ridged,wet,27.9,74.9,6.8,75.9,mixed,3,342.9,57,26,13,0,12,6,0.564
cucumber,pipino_native,dry,24.8,69.8,9.4,52.0,none,3,306.7,48,33,21,1,20,7,0.402
squash,kalabasa,wet,28.7,83.9,6.9,59.8,organic,4,677.4,100,120,30,1,26,16,0.69
cucumber,pipino,dry,25.2,74.7,9.4,63.4,mixed,3,167.4,29,37,15,1,13,6,0.549
bottle_gourd,upo_round,wet,30.8,73.5,4.8,65.6,mixed,4,469.5,69,31,12,1,11,4,0.573
squash,kalabasa,wet,28.1,79.1,4.5,65.6,none,3,786.4,100,56,22,1,21,12,0.453
squash,kalabasa,dry,24.3,69.6,7.7,63.0,none,4,638.2,97,43,16,1,16,5,0.455
cucumber,pipino_japanese,dry,31.9,71.9,7.2,79.4,none,4,578.4,92,69,28,0,24,9,0.445
bitter_gourd,ampalaya_hybrid,wet,28.2,83.4,6.1,50.8,none,3,451.3,69,56,22,1,21,7,0.345
sponge_gourd,patola_ridged,wet,30.3,87.4,4.7,52.6,chemical,4,482.3,74,42,14,1,10,3,0.546
cucumber,pipino,wet,29.6,74.9,4.5,57.0,organic,4,469.8,79,58,30,1,26,12,0.538
bottle_gourd,upo_long,dry,33.4,71.4,7.4,64.6,organic,4,451.2,77,2,1,0,1,0,0.553
cucumber,pipino,dry,34.2,61.3,9.3,73.7,chemical,3,280.3,47,39,18,0,16,8,0.473
bottle_gourd,upo_smooth,dry,34.5,68.7,9.5,52.2,mixed,3,220.5,39,12,4,1,1,1,0.535
cucumber,pipino_japanese,wet,28.2,83.9,5.3,51.3,organic,4,265.6,52,36,16,0,14,5,0.535
squash,kalabasa_native,dry,31.2,59.9,8.1,53.2,mixed,5,815.5,100,108,30,1,28,18,0.615
cucumber,pipino_native,wet,26.5,87.8,6.1,55.8,mixed,4,490.9,87,66,30,1,26,12,0.52
bitter_gourd,ampalaya_oblong,dry,25.9,66.3,9.1,51.7,none,4,547.9,88,74,20,1,19,9,0.417
cucumber,pipino_japanese,dry,30.2,55.7,8.2,72.2,organic,3,179.9,40,13,7,0,7,5,0.535
squash,kalabasa,wet,31.9,86.9,5.7,68.7,none,3,365.7,51,27,9,1,6,4,0.4
cucumber,pipino,wet,31.2,70.4,5.4,76.4,organic,4,190.6,25,20,9,0,5,4,0.539
squash,kalabasa_hybrid,wet,29.9,87.0,6.7,75.7,organic,3,743.0,100,73,29,1,27,14,0.579
squash,kalabasa_native,wet,30.8,82.8,4.0,53.2,none,4,1023.1,100,74,29,1,28,11,0.39
bottle_gourd,upo_long,dry,35.0,57.6,7.3,59.8,mixed,4,735.5,100,48,19,0,17,7,0.485
