plant_type,plant_age,temperature,humidity,sunlight_hours,soil_ph,soil_type,watering_frequency,fertilizer_type,fertilizer_frequency,pest_control,height,leaf_count,stem_thickness,health_rating,male_flowers,female_flowers
ampalaya_bilog,24,27.6,67.4,7.7,6.6,loamy,7,chemical,3,intensive,155.8,66,8.9,3,21,12
patola,70,21.9,77.3,6.0,6.2,clay,5,organic,2,regular,239.4,62,13.1,5,37,12
patola,28,36.9,61.4,7.1,5.6,clay,5,organic,4,none,363.5,11,16.3,4,12,5
cucumber,47,29.9,62.9,7.5,7.8,silty,5,mixed,1,regular,92.7,58,23.4,3,33,19
kalabasa,53,29.1,77.4,5.9,6.2,loamy,6,organic,4,regular,213.6,14,10.7,3,20,9
kalabasa,53,29.7,71.0,7.5,5.1,loamy,6,none,2,none,335.4,19,17.2,3,12,4
kalabasa,58,29.6,65.6,11.8,6.4,sandy,5,organic,2,regular,243.7,40,11.9,5,35,16
upo_smooth,66,33.5,75.9,6.3,6.8,loamy,3,chemical,2,as-needed,348.8,23,17.7,3,40,16
patola,57,30.0,64.4,7.9,6.7,loamy,5,chemical,0,regular,169.9,77,23.1,2,11,11
patola,63,29.2,64.2,4.1,5.3,loamy,5,chemical,0,regular,208.6,25,5.6,3,23,15
upo_smooth,99,15.2,70.3,7.0,6.4,loamy,3,mixed,2,regular,126.4,14,16.9,5,23,12
upo_smooth,88,39.4,61.6,6.0,6.3,loamy,5,organic,1,as-needed,435.8,40,20.0,2,25,1
patola,45,25.6,75.8,7.7,7.2,loamy,6,organic,3,intensive,260.1,38,24.0,2,22,10
patola,58,22.1,78.3,7.3,6.2,loamy,3,mixed,3,none,260.2,34,21.3,3,16,10
cucumber,71,25.6,60.7,7.3,6.3,sandy,3,organic,4,intensive,172.6,52,10.8,4,37,22
upo_smooth,37,26.8,48.5,11.8,6.5,silty,7,organic,2,as-needed,131.4,29,12.1,1,14,1
cucumber,42,31.9,77.2,7.9,6.7,loamy,6,none,1,regular,128.4,59,24.8,2,9,6
cucumber,81,19.8,61.7,7.3,6.5,sandy,6,organic,1,none,73.1,57,19.4,2,8,12
patola,47,26.7,60.9,7.9,7.8,clay,5,organic,3,regular,245.8,72,18.3,3,23,10
upo_smooth,104,27.8,77.8,5.4,6.2,sandy,6,organic,3,none,273.8,36,17.0,3,21,6
cucumber,51,26.1,68.8,8.7,6.4,loamy,8,chemical,0,regular,155.7,30,11.3,5,36,15
ampalaya_bilog,45,32.6,79.4,6.9,6.4,clay,5,chemical,2,as-needed,156.6,45,8.2,3,32,7
ampalaya_bilog,45,36.6,86.9,3.4,6.1,loamy,5,organic,1,as-needed,199.8,43,20.7,4,20,5
upo_smooth,57,20.1,73.6,8.8,6.8,loamy,3,chemical,2,regular,357.3,52,7.2,4,46,26
upo_smooth,78,18.6,74.9,7.1,5.5,loamy,2,mixed,2,as-needed,202.7,71,17.9,3,17,14
kalabasa,41,28.3,60.4,9.0,6.2,loamy,2,mixed,3,as-needed,421.5,14,22.8,5,40,10
cucumber,41,21.5,74.6,12.0,6.7,sandy,5,chemical,3,regular,190.3,62,5.8,4,40,17
ampalaya_bilog,54,29.7,70.2,6.0,5.1,clay,3,mixed,2,as-needed,127.9,53,23.0,4,44,14
patola,56,28.4,42.8,7.3,6.5,silty,3,organic,4,intensive,173.2,53,12.3,3,23,11
ampalaya_bilog,55,36.3,58.4,7.0,5.7,loamy,2,organic,2,regular,175.2,78,8.6,4,28,8
ampalaya_bilog,39,26.1,65.2,8.8,6.4,silty,5,mixed,1,regular,298.3,50,19.4,3,29,12
upo_smooth,52,26.1,61.6,7.4,7.3,loamy,3,chemical,2,intensive,336.3,39,18.0,4,50,26
cucumber,54,22.3,81.9,8.3,6.4,loamy,6,chemical,0,none,117.8,40,10.5,3,26,13
patola,27,26.9,82.6,7.3,6.6,sandy,2,chemical,2,regular,151.4,71,20.5,5,16,6
upo_smooth,34,26.7,42.5,11.8,6.7,clay,5,mixed,1,as-needed,396.7,48,9.9,3,30,16
ampalaya_bilog,54,25.1,87.1,7.4,6.8,clay,6,chemical,2,as-needed,134.7,30,20.6,5,32,22
kalabasa,61,24.8,41.7,6.9,6.1,loamy,6,organic,1,as-needed,504.8,72,13.8,5,27,9
patola,65,30.9,69.0,7.7,6.3,sandy,7,mixed,2,regular,319.3,25,17.3,3,22,13
kalabasa,55,26.2,83.5,6.0,6.7,loamy,5,organic,2,as-needed,207.4,37,9.6,5,38,12
patola,48,34.4,82.1,7.4,6.2,loamy,2,organic,2,none,345.2,57,13.9,5,32,11
kalabasa,63,25.1,79.3,7.7,6.1,loamy,6,mixed,1,regular,145.4,69,11.9,2,20,9
upo_smooth,55,17.3,45.0,7.7,6.6,clay,4,chemical,4,as-needed,200.8,46,10.9,3,24,9
upo_smooth,65,24.9,71.3,6.7,5.3,sandy,7,mixed,4,as-needed,181.3,78,24.8,2,23,18
patola,76,38.8,77.9,7.1,6.7,clay,3,organic,0,regular,230.0,71,24.8,5,22,6
patola,61,25.3,83.2,7.6,6.4,clay,6,chemical,2,regular,152.6,76,9.1,3,16,10
ampalaya_bilog,55,29.4,70.5,7.8,6.3,clay,3,organic,3,regular,186.9,25,12.1,3,36,14
ampalaya_bilog,52,25.1,76.2,6.3,6.5,silty,4,organic,3,none,215.0,68,21.6,5,31,20
kalabasa,55,38.7,45.1,6.5,7.8,clay,5,mixed,0,regular,329.6,31,16.7,4,17,6
patola,61,36.3,73.1,7.6,6.6,loamy,5,chemical,2,as-needed,199.9,10,8.4,2,13,6
upo_smooth,90,25.0,74.0,6.2,5.3,silty,3,chemical,2,regular,182.5,54,5.9,5,50,20
kalabasa,79,34.0,65.5,9.5,6.6,loamy,4,organic,2,none,518.5,14,7.7,4,27,9
cucumber,47,23.5,65.9,6.8,6.2,loamy,7,mixed,3,as-needed,66.3,74,13.0,4,45,22
kalabasa,61,31.5,53.6,7.7,6.1,loamy,4,mixed,2,regular,367.1,21,7.6,1,16,3
ampalaya_bilog,51,28.8,87.6,4.5,6.6,sandy,4,organic,1,none,290.7,45,5.3,4,28,15
patola,39,17.5,42.7,7.3,6.4,loamy,6,organic,4,as-needed,180.9,72,16.3,4,19,4
cucumber,51,35.5,44.7,9.3,7.9,loamy,4,chemical,3,as-needed,122.6,42,18.4,4,15,4
upo_smooth,67,28.3,60.6,9.7,6.7,loamy,5,chemical,1,regular,216.0,39,5.3,4,48,23
kalabasa,71,31.2,68.8,7.2,6.7,clay,4,organic,2,as-needed,331.5,11,12.0,2,23,5
ampalaya_bilog,92,31.6,62.2,7.9,6.6,loamy,3,chemical,2,none,277.2,67,24.3,2,4,11
patola,33,26.2,53.6,5.4,7.7,loamy,4,organic,4,regular,277.1,61,11.7,5,24,9
ampalaya_bilog,51,37.1,55.3,7.7,6.3,silty,6,mixed,3,regular,229.4,36,23.8,5,22,7
upo_smooth,57,24.7,71.2,5.2,6.6,loamy,2,chemical,1,regular,159.5,79,6.6,4,40,19
upo_smooth,67,26.4,79.3,6.8,6.7,silty,5,organic,0,intensive,137.8,30,14.7,1,18,11
ampalaya_bilog,46,29.6,75.9,7.0,6.2,loamy,3,organic,2,as-needed,305.9,53,13.8,1,22,7
kalabasa,65,30.9,68.7,7.7,6.1,sandy,4,mixed,2,none,370.2,48,6.6,2,19,4
upo_smooth,63,24.2,79.1,7.5,5.2,clay,5,chemical,3,as-needed,166.3,65,14.1,4,39,22
patola,47,30.6,78.6,7.1,5.7,clay,4,organic,2,as-needed,331.3,62,11.3,4,43,16
ampalaya_bilog,41,29.5,75.8,11.5,6.6,sandy,4,mixed,3,none,162.9,41,8.4,4,24,10
kalabasa,60,31.8,63.7,3.5,6.1,clay,6,organic,3,regular,455.7,23,14.0,2,1,7
patola,84,32.8,63.9,6.2,6.7,loamy,5,organic,3,as-needed,263.1,10,23.8,5,24,17
cucumber,83,27.9,67.4,6.4,6.2,loamy,5,organic,3,none,98.0,28,21.3,3,25,8
kalabasa,39,21.4,70.7,6.8,7.8,silty,5,organic,2,as-needed,420.5,35,16.1,2,29,8
patola,57,26.5,79.4,6.3,6.5,loamy,3,mixed,2,regular,170.5,51,6.1,4,36,13
ampalaya_bilog,43,30.0,69.2,7.2,6.5,loamy,2,organic,2,none,295.5,58,20.4,4,31,11
patola,62,15.9,70.2,3.4,6.8,sandy,6,organic,2,as-needed,204.7,70,24.5,3,13,9
kalabasa,59,16.5,73.8,7.6,5.7,clay,6,organic,2,as-needed,340.7,68,17.1,3,21,7
kalabasa,62,26.1,73.8,4.6,7.9,loamy,6,organic,3,regular,294.6,52,7.5,3,38,11
upo_smooth,66,25.4,69.2,6.8,6.2,loamy,7,chemical,2,regular,429.1,15,10.3,3,36,19
ampalaya_bilog,29,27.0,69.9,7.9,6.1,loamy,8,organic,2,as-needed,117.4,61,20.4,5,24,14
cucumber,74,26.5,52.3,7.5,5.1,loamy,6,mixed,2,none,167.9,79,23.8,5,25,21
ampalaya_bilog,85,21.6,62.0,8.0,6.6,loamy,2,organic,0,none,168.4,40,10.6,4,17,9
patola,56,18.1,62.1,7.7,7.4,clay,3,mixed,4,as-needed,149.2,77,5.5,5,23,5
patola,46,20.6,84.8,3.4,6.7,loamy,6,mixed,3,regular,301.8,28,7.0,3,12,4
upo_smooth,43,24.3,60.7,11.5,6.0,clay,3,chemical,3,none,196.4,11,5.9,1,7,9
ampalaya_bilog,43,27.4,76.5,6.1,6.2,silty,6,organic,0,intensive,303.2,69,21.9,3,29,10
patola,92,24.1,82.3,9.3,6.5,silty,3,mixed,1,as-needed,351.7,48,21.0,4,13,10
cucumber,50,19.5,76.1,6.7,6.0,silty,5,organic,3,regular,176.0,54,7.5,3,26,11
cucumber,55,26.6,76.8,6.4,6.4,loamy,2,organic,1,regular,216.5,54,11.7,3,42,21
upo_smooth,73,24.9,49.9,7.0,6.6,loamy,4,chemical,2,regular,429.6,71,14.1,4,34,23
cucumber,32,24.9,72.6,7.6,6.5,silty,6,mixed,2,regular,245.6,47,22.5,4,40,22
kalabasa,47,29.6,52.6,6.1,6.1,loamy,7,organic,2,as-needed,255.5,52,17.4,4,31,12
cucumber,39,18.5,60.4,6.9,7.3,silty,4,chemical,2,regular,267.5,55,9.8,4,27,17
upo_smooth,67,25.1,74.3,4.2,6.9,clay,5,organic,1,as-needed,323.6,27,9.7,3,38,30
cucumber,38,32.8,74.0,7.9,6.7,sandy,5,organic,2,regular,213.7,70,23.2,4,45,23
upo_smooth,34,24.5,66.4,6.5,7.6,sandy,7,organic,2,none,408.7,62,23.5,4,28,12
kalabasa,34,31.5,79.3,7.7,6.2,sandy,5,chemical,2,intensive,189.9,42,16.8,2,18,10
kalabasa,58,35.6,87.8,6.2,6.1,loamy,6,chemical,0,none,160.5,73,24.7,3,7,1
cucumber,43,22.4,69.8,6.3,7.1,loamy,4,organic,1,none,270.1,62,23.6,3,28,18
patola,63,39.0,71.1,7.9,6.7,loamy,5,organic,2,as-needed,355.6,41,15.6,3,19,8
kalabasa,68,16.4,63.5,10.5,6.0,clay,5,mixed,4,intensive,315.6,59,24.2,1,13,10
upo_smooth,64,27.9,79.3,11.6,6.1,loamy,5,mixed,1,none,271.2,77,24.4,3,33,13
kalabasa,46,21.4,63.3,11.2,6.3,loamy,5,mixed,2,intensive,496.1,52,13.6,3,31,9
patola,84,30.4,77.6,7.5,6.4,loamy,4,chemical,2,regular,288.8,64,20.0,2,7,4
ampalaya_bilog,40,29.3,92.3,6.9,6.4,clay,4,organic,3,intensive,304.2,39,20.6,3,18,11
ampalaya_bilog,50,25.8,73.8,7.0,6.2,clay,4,chemical,2,as-needed,281.1,15,15.5,3,29,12
ampalaya_bilog,29,38.6,52.4,6.9,7.1,loamy,4,mixed,1,none,154.6,52,7.5,3,19,7
kalabasa,72,36.2,70.1,7.6,6.7,loamy,5,chemical,2,as-needed,501.3,44,24.6,4,15,5
upo_smooth,67,17.4,76.3,7.7,6.2,loamy,2,organic,1,intensive,249.7,55,19.6,4,32,16
upo_smooth,96,26.9,73.2,6.1,6.5,clay,5,chemical,0,intensive,291.7,12,17.9,3,34,11
ampalaya_bilog,53,24.4,61.3,7.0,6.0,loamy,6,none,3,none,290.3,35,17.2,2,9,2
kalabasa,62,34.5,78.2,4.4,6.7,silty,5,organic,2,as-needed,270.7,31,22.7,4,41,9
upo_smooth,102,25.2,54.2,7.9,5.0,clay,4,organic,1,as-needed,430.9,78,11.6,5,43,17
cucumber,37,27.0,78.1,6.3,5.9,loamy,6,chemical,0,as-needed,156.5,16,8.3,5,47,23
upo_smooth,61,25.4,64.9,11.1,6.1,loamy,5,organic,2,regular,273.8,79,23.3,2,21,9
upo_smooth,92,25.8,53.2,6.0,6.6,loamy,3,none,2,regular,266.2,37,14.1,4,19,14
ampalaya_bilog,41,22.1,72.5,7.7,7.3,loamy,4,mixed,4,as-needed,105.4,30,16.6,5,39,15
ampalaya_bilog,53,27.1,54.1,6.0,7.0,sandy,2,organic,3,regular,95.3,45,10.5,4,41,17
kalabasa,47,30.4,69.4,8.0,6.1,loamy,4,organic,1,regular,536.7,13,16.4,5,51,9
cucumber,45,27.9,74.1,7.2,6.7,loamy,4,organic,2,as-needed,98.5,61,8.5,3,35,24
kalabasa,88,29.7,73.5,10.2,6.4,clay,3,mixed,1,regular,291.4,21,22.4,4,29,5
kalabasa,53,31.3,65.2,6.5,6.5,loamy,5,mixed,3,intensive,514.3,23,19.4,4,42,16
cucumber,40,20.5,65.9,11.6,6.2,loamy,8,none,4,intensive,227.5,17,10.8,3,10,7
kalabasa,67,39.7,69.3,3.0,5.4,sandy,6,none,3,intensive,174.6,26,9.7,2,11,1
cucumber,78,26.3,87.3,12.0,6.5,loamy,5,organic,3,none,137.1,43,21.1,4,18,15
ampalaya_bilog,36,29.4,87.7,6.3,6.8,silty,4,chemical,2,regular,289.0,12,11.5,5,49,17
kalabasa,89,25.7,77.4,6.6,6.3,loamy,6,organic,1,as-needed,480.6,75,7.6,4,28,11
patola,50,30.3,68.3,10.8,6.5,loamy,2,none,0,as-needed,160.2,28,19.0,5,17,2
patola,63,25.5,91.5,6.5,6.6,loamy,5,mixed,2,intensive,166.2,73,21.1,4,34,7
upo_smooth,33,27.3,68.4,3.6,5.9,silty,7,mixed,1,as-needed,260.7,37,5.9,3,10,13
cucumber,29,20.2,48.5,4.9,7.5,loamy,4,none,3,as-needed,245.9,13,8.3,3,13,9
cucumber,41,20.9,70.6,6.2,6.4,loamy,3,mixed,2,none,192.1,34,21.2,3,32,15
upo_smooth,36,35.8,66.3,7.9,7.4,loamy,3,organic,0,intensive,398.4,46,19.3,4,33,13
upo_smooth,45,38.2,75.6,6.1,5.4,loamy,2,mixed,2,as-needed,251.1,42,6.5,3,30,12
upo_smooth,63,28.2,75.9,7.0,6.3,clay,3,chemical,3,intensive,191.8,52,13.7,3,43,22
kalabasa,61,29.0,41.4,4.5,6.6,loamy,7,organic,1,intensive,398.2,49,19.8,3,14,12
ampalaya_bilog,49,36.9,67.1,7.4,6.2,silty,7,chemical,4,as-needed,318.7,59,5.8,5,10,6
upo_smooth,64,24.8,75.2,6.4,6.3,sandy,4,mixed,4,regular,218.0,42,9.7,2,43,16
ampalaya_bilog,60,29.7,95.0,7.5,7.7,loamy,5,mixed,1,as-needed,208.5,31,14.6,3,32,8
kalabasa,62,19.8,63.1,6.8,6.5,clay,3,mixed,1,intensive,240.4,57,15.9,3,12,3
upo_smooth,52,28.1,48.2,8.0,6.6,loamy,7,organic,2,as-needed,293.3,28,15.0,4,40,16
upo_smooth,69,26.2,79.0,6.7,6.0,sandy,5,organic,4,as-needed,257.4,57,20.4,3,47,18
cucumber,21,25.0,79.8,6.4,6.2,clay,3,chemical,3,regular,226.4,46,22.3,3,27,13
patola,48,25.5,78.1,7.1,6.6,loamy,5,none,3,intensive,372.5,35,15.6,3,15,2
cucumber,39,22.2,41.4,7.7,6.2,sandy,4,chemical,4,regular,252.1,26,8.1,3,29,12
upo_smooth,33,24.7,79.7,6.7,6.4,clay,5,chemical,0,intensive,142.4,43,23.4,3,25,16
upo_smooth,80,23.3,64.8,7.5,7.0,clay,5,chemical,2,none,334.5,42,13.8,5,44,12
patola,51,23.7,58.0,7.5,6.6,loamy,7,organic,1,as-needed,377.3,14,20.5,2,11,9
patola,37,26.0,75.1,7.3,6.5,clay,6,organic,1,as-needed,292.3,37,9.8,1,7,8
upo_smooth,62,24.9,76.0,6.9,6.4,loamy,7,none,2,regular,370.5,67,5.9,4,27,17
upo_smooth,64,33.8,54.2,7.8,6.7,loamy,3,organic,0,intensive,305.2,28,22.0,4,51,19
cucumber,91,26.5,80.1,11.5,6.1,silty,2,organic,3,intensive,135.0,68,8.9,1,9,3
cucumber,55,24.7,65.4,6.2,5.7,clay,2,mixed,4,as-needed,146.3,24,13.2,3,32,25
patola,78,39.3,70.5,7.4,6.6,silty,4,mixed,2,intensive,282.8,75,13.5,2,17,6
ampalaya_bilog,45,24.1,78.1,6.8,5.9,silty,4,organic,2,intensive,234.9,58,12.8,1,16,9
kalabasa,40,24.1,88.2,9.4,6.0,loamy,4,mixed,2,none,313.0,31,8.4,3,25,11
ampalaya_bilog,47,37.3,66.9,7.5,5.7,loamy,5,organic,1,none,97.8,29,15.6,4,10,8
upo_smooth,66,27.6,85.5,6.8,6.7,loamy,3,mixed,1,none,224.8,60,23.5,4,43,18
cucumber,41,23.1,60.2,6.1,6.6,loamy,2,mixed,2,as-needed,234.8,56,11.5,3,35,14
patola,53,28.8,73.0,6.6,6.6,clay,5,organic,2,intensive,223.7,76,6.0,1,17,5
patola,75,27.1,60.9,11.2,6.8,loamy,2,organic,2,intensive,379.8,67,9.8,4,29,11
upo_smooth,68,29.7,60.9,10.3,6.2,loamy,5,mixed,0,regular,349.5,78,21.1,3,41,19
patola,88,29.2,74.3,4.8,6.2,clay,7,organic,2,as-needed,216.1,49,12.5,4,16,10
upo_smooth,59,27.8,74.8,5.9,6.2,clay,4,organic,1,as-needed,367.0,68,21.1,4,54,20
cucumber,44,35.8,74.9,7.8,6.5,clay,5,organic,1,intensive,163.7,61,18.6,1,29,3
cucumber,39,15.6,79.8,6.8,6.4,clay,4,chemical,2,regular,200.3,10,22.4,2,16,9
patola,47,25.1,42.0,6.8,5.6,loamy,2,organic,2,none,340.9,57,12.7,2,11,4
kalabasa,47,38.9,67.9,3.9,6.6,sandy,3,chemical,0,intensive,336.3,37,5.3,2,10,5
cucumber,54,24.0,68.8,3.4,5.5,loamy,4,organic,3,regular,133.8,65,24.8,3,7,16
ampalaya_bilog,41,38.7,48.5,7.5,6.2,loamy,5,chemical,2,none,229.9,27,14.0,5,24,5
cucumber,81,23.4,64.2,7.7,5.1,loamy,7,chemical,4,as-needed,268.2,47,17.2,3,30,11
patola,43,30.6,79.1,6.1,5.9,loamy,5,chemical,4,intensive,159.6,70,21.9,4,23,12
ampalaya_bilog,47,29.1,94.5,7.4,7.7,clay,3,organic,1,intensive,295.0,75,20.8,3,23,9
upo_smooth,88,28.9,70.3,6.8,6.6,silty,4,mixed,2,as-needed,217.8,48,16.5,5,52,25
patola,49,31.4,68.9,9.9,6.7,loamy,2,none,2,regular,245.8,53,21.9,1,5,3
kalabasa,85,21.9,62.1,8.1,6.1,loamy,3,mixed,4,as-needed,327.7,45,8.3,4,38,17
kalabasa,41,30.0,70.9,11.5,6.2,loamy,3,none,4,regular,128.9,58,7.6,4,23,7
ampalaya_bilog,70,32.2,53.9,7.8,6.7,loamy,4,organic,2,regular,95.4,41,20.6,4,37,15
kalabasa,48,16.8,94.9,9.0,6.3,clay,3,organic,1,regular,402.1,16,7.9,2,18,7
kalabasa,41,30.8,72.2,8.0,7.6,clay,5,mixed,2,none,218.1,21,23.8,2,20,4
upo_smooth,53,25.4,78.5,7.7,5.8,silty,4,chemical,2,as-needed,167.4,69,6.6,3,40,28
kalabasa,89,29.6,68.1,7.9,6.4,loamy,4,chemical,3,regular,146.3,21,16.6,4,22,12
ampalaya_bilog,30,35.7,61.2,6.3,6.4,loamy,7,chemical,2,as-needed,210.4,70,20.9,5,19,7
cucumber,45,27.4,67.9,7.5,6.4,sandy,5,chemical,3,intensive,95.9,14,23.8,4,31,27
patola,48,33.5,73.3,7.1,6.2,loamy,6,organic,4,regular,333.7,44,18.1,5,23,14
patola,28,30.0,73.1,8.0,6.6,loamy,5,mixed,3,as-needed,206.9,69,10.7,5,22,14
cucumber,54,28.4,60.9,4.9,6.4,loamy,6,organic,2,regular,236.4,28,24.8,4,34,20
cucumber,20,25.7,75.4,8.6,6.1,clay,5,chemical,1,as-needed,111.5,31,24.4,3,22,13
cucumber,50,20.9,55.2,8.9,6.0,loamy,5,mixed,2,as-needed,203.9,29,7.8,4,41,21
kalabasa,60,23.6,92.9,6.0,6.7,loamy,4,organic,2,as-needed,337.7,78,5.6,5,34,10
kalabasa,43,39.4,77.7,3.2,6.5,sandy,2,organic,3,regular,345.5,41,20.7,3,14,3
patola,61,21.0,40.5,6.1,6.2,sandy,5,organic,2,as-needed,277.8,72,16.1,4,21,9
upo_smooth,33,34.6,70.7,7.6,6.6,clay,3,chemical,1,none,303.9,73,5.7,4,38,12
kalabasa,34,27.1,51.5,6.4,5.6,loamy,3,none,3,as-needed,476.9,13,17.7,4,25,8
upo_smooth,78,33.1,91.4,6.6,6.3,loamy,7,organic,3,as-needed,206.2,23,15.1,4,36,16
patola,49,26.4,63.6,7.4,6.2,clay,5,mixed,2,as-needed,283.8,20,24.3,4,35,19
patola,58,27.1,81.8,7.5,6.6,silty,6,chemical,4,none,365.7,20,9.2,4,14,5
patola,46,27.5,72.0,9.9,6.6,loamy,5,chemical,2,as-needed,176.1,36,22.1,3,19,9
cucumber,53,27.5,46.1,6.5,6.6,loamy,2,organic,0,intensive,230.8,78,22.7,3,31,14
ampalaya_bilog,39,21.3,82.8,7.8,6.3,silty,4,chemical,2,as-needed,247.4,18,22.6,4,35,11
patola,28,29.1,55.1,6.6,7.2,silty,3,organic,1,as-needed,194.3,29,12.7,3,21,10
cucumber,78,30.2,63.3,10.9,6.7,loamy,2,chemical,3,as-needed,254.4,19,11.0,3,13,7
ampalaya_bilog,56,29.1,61.1,7.7,6.2,sandy,2,organic,1,regular,105.4,19,8.6,4,45,23
ampalaya_bilog,45,22.8,55.0,8.0,6.0,sandy,4,chemical,0,intensive,177.6,73,20.6,4,41,18
cucumber,37,24.5,70.7,7.3,6.2,silty,4,organic,1,none,167.2,32,15.4,3,21,17
upo_smooth,59,29.6,75.8,6.4,6.2,loamy,2,organic,2,regular,178.4,34,6.3,4,58,21
ampalaya_bilog,57,39.9,60.2,8.5,6.7,loamy,3,organic,3,intensive,146.9,47,8.2,3,25,9
cucumber,54,21.4,81.7,10.4,6.4,loamy,2,organic,3,intensive,218.6,46,24.0,4,33,16
cucumber,36,27.3,81.1,7.2,6.2,silty,2,mixed,2,none,99.0,79,12.5,4,48,14
ampalaya_bilog,42,28.3,69.2,7.3,5.6,silty,7,chemical,4,as-needed,149.5,36,6.1,4,23,17
ampalaya_bilog,41,26.0,58.8,11.7,6.3,loamy,3,organic,2,as-needed,186.4,79,22.6,4,40,18
ampalaya_bilog,32,17.7,78.3,7.4,6.5,loamy,4,chemical,2,regular,158.8,35,6.7,2,12,5
cucumber,57,30.9,84.4,6.3,7.8,loamy,5,none,2,as-needed,90.0,64,21.2,4,32,8
upo_smooth,61,34.2,50.3,6.2,6.6,loamy,5,none,2,as-needed,326.6,72,7.5,3,16,6
kalabasa,39,31.1,66.9,7.3,6.5,loamy,6,organic,3,intensive,164.4,34,15.6,2,20,13
kalabasa,41,16.4,51.4,3.1,6.1,loamy,5,chemical,3,none,214.6,71,18.3,2,6,1
patola,60,27.1,76.1,6.8,6.8,sandy,6,organic,0,regular,326.4,31,20.6,4,29,15
kalabasa,76,31.9,76.3,7.6,6.8,silty,4,mixed,1,regular,225.5,75,19.1,3,28,11
patola,57,30.7,64.5,7.8,6.7,sandy,2,chemical,3,regular,310.3,70,15.9,5,31,19
ampalaya_bilog,93,32.7,84.9,7.5,7.7,sandy,4,chemical,2,as-needed,258.4,37,5.0,2,12,7
patola,93,25.5,63.3,6.2,6.2,loamy,4,mixed,3,as-needed,257.1,78,11.6,2,13,12
cucumber,45,19.0,73.5,10.6,6.4,loamy,5,chemical,2,none,190.5,53,8.6,3,16,10
cucumber,55,32.8,69.6,6.8,6.7,silty,8,mixed,4,none,97.3,71,19.5,5,29,15
kalabasa,41,39.7,92.2,6.9,6.7,silty,4,organic,2,as-needed,548.4,23,21.3,3,16,3
patola,72,26.3,70.1,7.8,6.0,clay,3,organic,4,as-needed,164.4,23,13.2,3,20,12
kalabasa,61,38.8,61.5,7.4,5.3,silty,5,chemical,2,as-needed,231.9,47,9.7,3,15,7
upo_smooth,62,26.6,78.6,6.5,6.6,sandy,4,mixed,2,as-needed,159.3,46,16.0,3,39,22
cucumber,35,19.1,60.9,6.5,6.7,loamy,4,organic,0,none,187.6,13,9.5,3,22,9
cucumber,22,36.5,63.1,7.2,6.0,silty,5,chemical,1,regular,76.5,13,11.5,1,10,1
patola,59,27.4,78.9,7.5,6.1,sandy,5,organic,1,none,366.0,52,11.5,3,28,9
kalabasa,60,36.2,48.7,7.0,6.0,clay,6,chemical,2,intensive,363.0,71,9.2,3,15,8
upo_smooth,91,25.5,90.5,11.3,6.7,loamy,4,organic,2,as-needed,212.7,23,11.7,4,36,9
patola,31,23.0,80.4,6.1,5.5,loamy,2,organic,2,none,176.8,73,18.9,3,13,7
cucumber,43,33.2,52.3,6.2,5.9,loamy,3,mixed,0,regular,148.4,68,20.9,2,21,16
kalabasa,52,18.4,66.7,6.7,6.1,silty,5,mixed,2,as-needed,274.3,33,7.5,3,18,7
upo_smooth,69,38.4,40.6,3.5,6.8,clay,5,organic,2,as-needed,285.7,62,16.2,3,10,8
ampalaya_bilog,55,29.8,84.2,7.5,5.1,loamy,3,chemical,3,regular,302.4,27,23.1,5,34,18
cucumber,49,24.6,69.0,7.9,6.7,silty,6,mixed,3,as-needed,108.8,23,11.4,3,30,21
ampalaya_bilog,51,22.7,80.8,9.5,6.4,clay,5,organic,3,regular,93.1,73,15.9,5,36,19
kalabasa,58,22.9,73.7,6.2,6.0,loamy,4,chemical,3,none,143.5,71,7.6,3,24,4
ampalaya_bilog,55,29.3,62.1,3.9,6.6,silty,4,chemical,4,as-needed,296.0,48,16.4,3,12,8
patola,48,25.8,92.9,7.4,6.3,loamy,3,organic,2,as-needed,118.6,38,21.3,2,20,8
cucumber,47,17.1,77.4,6.4,6.3,loamy,2,mixed,2,none,198.1,10,5.1,2,10,3
upo_smooth,100,39.7,92.8,6.7,6.2,clay,5,organic,1,as-needed,242.0,36,12.1,1,15,2
upo_smooth,40,28.6,52.5,7.2,6.3,loamy,4,chemical,2,none,164.2,36,23.5,3,26,11
patola,47,15.7,71.6,7.9,6.7,loamy,4,none,2,regular,378.6,46,19.7,5,10,6
upo_smooth,67,36.5,64.0,3.4,6.0,clay,5,none,4,regular,409.4,73,8.9,3,13,2
patola,55,27.1,62.3,6.1,7.1,silty,2,organic,1,regular,233.2,60,19.7,4,38,14
cucumber,36,24.0,92.7,6.5,6.2,loamy,5,chemical,3,regular,184.3,33,10.9,2,26,8
cucumber,45,21.8,75.6,7.7,7.9,loamy,3,organic,2,none,218.8,36,16.4,4,38,21
kalabasa,58,30.3,58.9,4.0,6.4,loamy,5,none,2,regular,258.9,23,17.1,4,18,10
patola,64,23.1,50.0,8.0,6.6,silty,2,mixed,2,intensive,257.2,26,24.5,3,19,14
kalabasa,65,27.1,76.3,9.7,6.7,sandy,5,organic,1,regular,504.8,46,14.3,4,31,18
kalabasa,22,33.1,73.8,7.1,6.6,loamy,4,chemical,4,intensive,259.9,37,24.1,3,19,3
